r1,Процент одобрения,,,,,,,,Динамика
r2,Январь,Февраль,Март,Апрель,Май,Июнь
r3,69.2,68.1,69.0,62.5,64.4,60.9
r5,Процент отказа
r6,Январь,Февраль,Март,Апрель,Май,Июнь
r7,17.1,20.4,18.0,26.6,25.3,19.9
r10,Процент одобрения по регионам
r11,,Январь,Февраль,Март,Апрель,Май,Июнь
r12,Москва,78.3,78.4,78.1,77.5,79.7,74.8
r13,Санкт-Петербург,77.5,78.8,81.7,76.6,75.7,68.0
r14,Регионы,60.2,58.4,56.2,52.0,53.4,49.4
r17,Скорость одобрения в часах
r18,Январь,Февраль,Март,Апрель,Май,Июнь
r19,16.8,17.6,13.5,16.3,45309.0,18.9
r21,Доходы заемщиков
r22,Январь,Февраль,Март,Апрель,Май,Июнь
r23,,,0-49к,0-49к,0-49к,0-49к
r24,,,2.6,12.5,14.4,3.8
r25,,,50-99к,50-99к,50-99к,50-99к
r26,,,21.0,0.268,29.5,21.1
r27,,,100-149к,100-149к,100-149к,100-149к
r28,,,23.8,16.7,17.0,22.8
r29,,,150-199к,150-199к,150-199к,150-199к
r30,,,18.2,10.0,10.3,17.0
r31,,,200-249к,200-249к,200-249к,200-249к
r32,,,9.7,5.2,5.0,9.9
r33,,,250-500к,250-500к,250-500к,250-500к
r34,,,17.1,9.0,8.7,17.7
r36,Топ-10 сфер по отраслевой принадлежности заемщика
r37,Январь,Февраль,Март,Апрель,Май,Июнь
r38,,,Оптовая/Розничная торговля
r39,,,21.5,20.7,20.5,20.2
r40,,,IT-сфера
r41,,,9.6,6.5,5.9,7.0
r42,,,Строительство/производство стройматериалов
r43,,,8.3,7.5,7.6,7.4
r44,,,Наука и образование
r45,,,6.4,5.0,5.0,5.4
r46,,,Государственное управление
r47,,,5.8,5.1,5.0,4.7
r48,,,Здравоохранение
r49,,,5.2,4.5,4.7,4.4
r50,,,Легкая и пищевая промышленность
r51,,,4.4,4.9,5.0,5.3
r52,,,"Авиа, Авто, Судо- и прочие машиностроения"
r53,,,4.1,3.7,3.6,3.7
r54,,,Юридические услуги
r55,,,4.5,3.6,3.5,3.6
r56,,,Банки/финансы/лизинг/Страхование
r57,,,3.4,3.1,3.0,3.0
r59,Зависимость процента одобрения от размера первого взноса
r60,Январь,Февраль,Март,Апрель,Май,Июнь
r61,ПВ: 10-14%,ПВ: 10-14%,ПВ: 10-14%,ПВ: 10-14%,ПВ: 10-14%,ПВ: 10-14%
r62,2.0,40.0,33.33,8.33,52.0,50.0
r63,ПВ: 15-19%,ПВ: 15-19%,ПВ: 15-19%,ПВ: 15-19%,ПВ: 15-19%,ПВ: 15-19%
r64,51.13,52.95,50.86,36.07,40.19,29.53
r65,ПВ: 20-29%,ПВ: 20-29%,ПВ: 20-29%,ПВ: 20-29%,ПВ: 20-29%,ПВ: 20-29%
r66,68.07,66.41,68.14,58.76,63.71,61.62
r67,ПВ: 30-39%,ПВ: 30-39%,ПВ: 30-39%,ПВ: 30-39%,ПВ: 30-39%,ПВ: 30-39%
r68,69.02,68.36,66.68,56.14,61.49,56.96
r69,ПВ: 40-49%,ПВ: 40-49%,ПВ: 40-49%,ПВ: 40-49%,ПВ: 40-49%,ПВ: 40-49%
r70,73.52,74.04,73.18,64.39,71.83,65.02
r71,ПВ: 50+%,ПВ: 50+%,ПВ: 50+%,ПВ: 50+%,ПВ: 50+%,ПВ: 50+%
r72,76.58,75.68,80.25,71.86,74.68,70.15
r74,Долговая нагрузка
r75,,,"люди, у которых кредиты забирают 0-30% дохода"
r76,,,52.2,50.7,50.6,50.3
r77,,,"люди, у которых кредиты забирают 30-60% дохода"
r78,,,39.8,40.4,40.7,40.0
r79,,,"люди, у которых кредиты забирают более 60% дохода"
r80,,,7.9,8.9,8.7,9.7
r82,Тип ипотеки
r83,январь,февраль,март,апрель,май,Июнь
r84,Стандартная,
r85,21.0,,28.1,30.9,29.8,27.7
r86,Господдержка,
r87,27.2,,24.9,26.3,27.0,28.3
r88,Семейная
r89,42.5,,38.2,33.5,34.2,32.3
r90,IT-ипотека,
r91,8.2,,7.5,8.2,7.9,10.7
r92,Военная,
r93,0.7,,0.8,0.8,0.8,0.6
r94,Дальневосточная,
r95,0.4,,0.6,0.4,0.4,0.4
r98,Топ-10 банков
r99,Апрель,,,,Май,,,Июнь
r100,ВТБ,0.285,,ВТБ,0.301,,ВТБ,0.209
r101,Альфа-банк,0.106,,Альфа-банк,0.113,,ДОМ.РФ,0.115
r102,ДОМ.РФ,0.097,,ДОМ.РФ,0.099,,Альфа-банк,0.113
r103,Совкомбанк,0.09,,Совкомбанк,0.076,,Совкомбанк,0.11
r104,АК БАРС,0.066,,Промсвязьбанк,0.059,,Промсвязьбанк,0.065
r105,Промсвязьбанк,0.053,,Сбербанк,0.058,,Сбербанк,0.056
r106,Сбербанк,0.046,,АК БАРС,0.05,,АК БАРС,0.048
r107,Металлинвестбанк,0.031,,Почта банк,0.03,,Металлинвестбанк,0.034
r108,Тинькофф,0.03,,Тинькофф,0.03,,Почта банк,0.033
r109,Абсолют Банк,0.022,,Металлинвестбанк,0.021,,Абсолют банк,0.031
r110,Остальные,0.174,,Остальные,0.163,,Остальные,0.186
r114,,,Субсидированные ипотеки
r115,,,Апрель,8.1
r116,,,Май,9.7
r117,,,Июнь,13.2
r121,,,"Надо показать, что количество ипотек в июне выросло на 10%"
